QUALITY COUNTS REPORT
=====================

Type:,Vehicle Classification Data
Location:, Sears Point Rd (SR 37) E of Noble Rd (VSC + Gap)
Specific Location:, Sears Point Rd (SR 37) E of Noble Rd (VSC + Gap)
City/State:,Sonoma,CA
QCJobNo:,13715702
Date:,Sep 30 2016 - Oct 06 2016
Direction:,EB
Comments:,

'===============================================================================================================================

Date:,Sep 30 2016,
Start Time,Motorcycles,Cars &,2 Axle,Buses,2 Axle,3 Axle,4 Axle,<5 Axle,5 Axle,>6 Axle,<6 Axle,6 Axle,>6 Axle,Not,Total
,,Trailer,Long,,6 Tire,Single,Single,Double,Double,Double,Multi,Multi,Multi,Classified
4:00 PM,0,753,148,2,49,0,0,32,1,0,0,0,0,3,988,
5:00 PM,1,787,132,2,34,0,0,32,0,0,3,0,0,5,996,
6:00 PM,0,591,85,3,33,0,0,22,1,0,1,0,0,7,743,
7:00 PM,0,389,56,3,15,0,0,19,0,0,1,0,0,5,488,
8:00 PM,0,324,53,2,18,0,0,24,0,0,2,0,0,7,430,
9:00 PM,0,281,45,1,12,0,0,9,0,0,3,0,0,6,357,
10:00 PM,0,270,22,0,4,0,0,15,0,0,3,0,0,7,321,
11:00 PM,0,138,12,1,4,0,0,9,0,0,6,0,0,6,176,
Day Total,125,12474,2452,143,836,30,0,809,126,2,146,1,0,552,17696,
Percent,0.7%,70.5%,13.9%,0.8%,4.7%,0.2%,0.0%,4.6%,0.7%,0.0%,0.8%,0.0%,0.0%,3.1%,
ADT,17696

AM Peak,10:00 AM,6:00 AM,6:00 AM,10:00 AM,9:00 AM,7:00 AM,,11:00 AM,11:00 AM,8:00 AM,5:00 AM,8:00 AM,,10:00 AM,6:00 AM,
Volume,31,984,201,23,81,9,,59,26,1,17,1,,89,1348,

PM Peak,2:00 PM,5:00 PM,3:00 PM,12:00 PM,12:00 PM,,,1:00 PM,2:00 PM,,11:00 PM,,,1:00 PM,3:00 PM,
Volume,1,787,169,14,58,,,73,2,,6,,,16,1009,

'===============================================================================================================================

Date:,Oct 05 2016,
Start Time,Motorcycles,Cars &,2 Axle,Buses,2 Axle,3 Axle,4 Axle,<5 Axle,5 Axle,>6 Axle,<6 Axle,6 Axle,>6 Axle,Not,Total
,,Trailer,Long,,6 Tire,Single,Single,Double,Double,Double,Multi,Multi,Multi,Classified
12:00 AM,0,107,11,2,2,0,0,6,0,0,5,0,0,1,134,
1:00 AM,0,59,16,0,2,0,0,13,0,0,6,0,0,3,99,
2:00 AM,0,54,11,0,2,0,0,14,1,0,4,0,0,7,93,
3:00 AM,0,111,21,2,4,0,0,22,0,0,9,0,0,6,175,
4:00 AM,1,298,68,3,21,0,0,49,0,0,12,0,0,13,465,
5:00 AM,0,887,204,7,48,0,0,61,1,0,15,0,0,27,1250,
6:00 AM,2,946,229,12,62,3,0,40,2,0,12,0,0,18,1326,
7:00 AM,0,921,164,12,56,2,0,49,2,0,13,0,1,24,1244,
8:00 AM,0,822,133,16,68,1,0,48,2,0,6,0,0,30,1126,
9:00 AM,4,839,190,11,72,3,1,51,20,0,7,0,1,29,1228,
10:00 AM,2,779,177,15,59,3,0,83,2,0,15,0,0,29,1164,
11:00 AM,0,749,140,13,71,1,0,79,4,0,4,0,0,24,1085,
12:00 PM,1,669,111,15,58,0,0,82,0,0,5,0,0,12,953,
1:00 PM,0,729,134,8,59,0,0,50,0,0,2,0,0,16,998,
2:00 PM,0,798,154,6,60,1,0,53,2,0,2,0,0,13,1089,
3:00 PM,1,827,142,3,51,0,0,38,0,0,4,0,0,14,1080,
4:00 PM,0,805,147,7,58,0,0,33,2,0,0,0,0,14,1066,
5:00 PM,0,791,137,2,43,1,0,30,0,0,0,0,0,9,1013,
6:00 PM,0,581,96,5,29,0,0,31,0,0,3,0,0,11,756,
7:00 PM,0,421,68,2,17,0,0,13,0,0,0,0,0,3,524,
8:00 PM,0,305,61,2,17,0,0,14,0,0,2,0,0,2,403,
9:00 PM,0,330,62,1,17,0,0,19,0,0,5,0,0,14,448,
10:00 PM,0,252,33,0,7,0,0,15,0,0,0,0,0,6,313,
11:00 PM,0,125,24,3,6,0,0,13,0,0,8,0,0,0,179,
Day Total,11,13205,2533,147,889,15,1,906,38,0,139,0,2,325,18211,
Percent,0.1%,72.5%,13.9%,0.8%,4.9%,0.1%,0.0%,5.0%,0.2%,0.0%,0.8%,0.0%,0.0%,1.8%,
ADT,18211

AM Peak,9:00 AM,6:00 AM,6:00 AM,8:00 AM,9:00 AM,6:00 AM,9:00 AM,10:00 AM,9:00 AM,,5:00 AM,,7:00 AM,8:00 AM,6:00 AM,
Volume,4,946,229,16,72,3,1,83,20,,15,,1,30,1326,

PM Peak,12:00 PM,3:00 PM,2:00 PM,12:00 PM,2:00 PM,2:00 PM,,12:00 PM,2:00 PM,,11:00 PM,,,1:00 PM,2:00 PM,
Volume,1,827,154,15,60,1,,82,2,,8,,,16,1089,

'===============================================================================================================================

Date:,Oct 06 2016,
Start Time,Motorcycles,Cars &,2 Axle,Buses,2 Axle,3 Axle,4 Axle,<5 Axle,5 Axle,>6 Axle,<6 Axle,6 Axle,>6 Axle,Not,Total
,,Trailer,Long,,6 Tire,Single,Single,Double,Double,Double,Multi,Multi,Multi,Classified
12:00 AM,0,127,14,0,4,0,0,7,0,0,5,0,0,4,161,
1:00 AM,0,59,15,2,2,1,0,12,0,0,7,0,0,7,105,
2:00 AM,0,38,9,0,4,0,0,21,0,0,5,0,0,6,83,
3:00 AM,0,125,19,4,6,0,0,22,0,0,7,0,0,7,190,
4:00 AM,0,319,66,4,17,0,0,46,0,0,17,0,0,10,479,
5:00 AM,0,923,183,9,68,0,0,51,1,0,15,0,0,21,1271,
6:00 AM,3,970,225,17,56,0,0,47,1,0,11,0,0,26,1356,
7:00 AM,12,845,183,13,67,3,0,49,16,0,8,0,0,55,1251,
8:00 AM,0,866,158,21,58,0,0,62,2,0,10,0,0,33,1210,
9:00 AM,0,776,180,9,66,0,0,82,1,0,13,0,0,23,1150,
10:00 AM,0,797,160,13,54,0,0,73,0,0,11,0,0,20,1128,
11:00 AM,1,805,149,21,62,0,0,77,2,0,13,0,0,20,1150,
12:00 PM,0,775,145,17,69,0,0,81,0,0,7,0,0,29,1123,
1:00 PM,0,801,163,11,76,1,0,61,0,0,6,0,0,16,1135,
2:00 PM,0,829,172,5,59,0,1,59,6,0,3,0,0,13,1147,
3:00 PM,0,817,144,8,58,0,0,46,0,0,3,0,0,7,1083,
4:00 PM,0,857,192,4,65,1,0,37,0,0,1,0,0,21,1178,
