Data File:,'13211512 WB EB 2388N.rdf'
Site Code:,'13211512'
Start Date:,5/28/2015
Start Time:,12:00:00 AM
Sensor Layout:,'51'
Sensor Spacing:,'6.0'
'LOCATION':,'ZONE 11A'
,
,

Vehicle,Channel,Date/Time,Axles,Rule,Class,Speed (mph),Gap,Headway,Acceleration,Spacing (ft.)
244,EB,5/28/2015 6:28:39.208,3,589,3,57.68,90.30,90.67,0.60,12.08,16.11
245,WB,5/28/2015 6:28:40.504,3,601,6,61.83,39.09,39.19,-1.55,15.42,4.48
246,EB,5/28/2015 6:28:40.886,2,583,2,56.14,1.35,1.68,4.82,9.78
247,WB,5/28/2015 6:28:52.331,2,583,2,56.32,11.61,11.83,-6.59,8.16
248,WB,5/28/2015 6:28:54.270,2,583,2,58.38,1.84,1.94,-6.93,8.64
249,WB,5/28/2015 6:28:56.017,2,583,2,59.84,1.65,1.75,-10.24,8.05
250,EB,5/28/2015 6:29:42.214,2,588,3,73.49,61.21,61.33,1.55,11.23
251,WB,5/28/2015 6:30:12.320,2,583,2,57.38,76.21,76.30,-7.01,9.25
252,WB,5/28/2015 6:31:01.078,2,588,3,60.93,48.65,48.76,0.90,10.98
253,WB,5/28/2015 6:31:09.171,2,583,2,53.03,7.97,8.09,-6.63,8.68
254,EB,5/28/2015 6:31:10.659,2,583,2,62.99,88.34,88.45,-6.51,8.28
255,EB,5/28/2015 6:31:12.249,2,583,2,61.60,1.50,1.59,-10.16,8.84
256,WB,5/28/2015 6:31:18.459,2,583,2,56.71,9.18,9.29,-6.10,7.73
257,WB,5/28/2015 6:31:20.322,2,588,3,58.08,1.77,1.86,-2.96,11.46
258,WB,5/28/2015 6:31:21.950,2,583,2,56.61,1.49,1.63,-7.23,9.66
259,WB,5/28/2015 6:31:23.532,2,588,3,60.60,1.47,1.58,0.00,11.52
260,EB,5/28/2015 6:31:24.849,2,588,3,63.23,12.50,12.60,0.00,12.18
261,EB,5/28/2015 6:31:29.458,2,592,4,57.29,4.48,4.61,-0.83,19.80
262,EB,5/28/2015 6:32:53.381,2,583,2,61.04,83.69,83.92,-6.29,9.35
263,EB,5/28/2015 6:32:54.461,2,583,2,61.60,0.98,1.08,-2.32,8.75
264,WB,5/28/2015 6:32:55.145,2,588,3,58.79,91.48,91.61,-2.33,11.38
265,EB,5/28/2015 6:32:56.368,2,588,3,65.97,1.81,1.91,-2.51,9.95
266,WB,5/28/2015 6:32:56.705,2,583,2,60.82,1.43,1.56,-10.65,9.87
267,WB,5/28/2015 6:33:12.374,2,583,2,62.99,15.56,15.67,-10.90,8.81
268,EB,5/28/2015 6:33:14.332,2,588,3,61.95,17.86,17.96,3.06,10.29
269,EB,5/28/2015 6:33:24.573,2,592,4,64.08,10.13,10.24,-0.53,21.52
270,EB,5/28/2015 6:33:41.814,2,583,2,70.26,17.01,17.24,-11.03,9.42
271,WB,5/28/2015 6:33:57.413,2,588,3,60.38,44.94,45.04,0.00,12.26
